1	20	G7633出发站是哪里	{train_no}出发站是哪里	['G7633']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='G7633' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['合肥南站']
2	20	G69从哪出发	{train_no}从哪出发	['G69']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='G69' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['广州南站']
3	20	G179从哪儿出发	{train_no}从哪儿出发	['G179']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='G179' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['青岛站']
4	20	6081从哪个站出发	{train_no}从哪个站出发	['6081']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='6081' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['威舍站']
5	20	C7518从哪个站发车	{train_no}从哪个站发车	['C7518']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='C7518' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['东莞西站']
6	20	G2875从哪里出发	{train_no}从哪里出发	['G2875']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='G2875' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['昆明南站']
7	20	D9807从哪里发车	{train_no}从哪里发车	['D9807']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='D9807' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['兰州西站']
8	20	T396从哪里开始	{train_no}从哪里开始	['T396']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='T396' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['深圳站']
9	20	G8从哪里始发	{train_no}从哪里始发	['G8']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='G8' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['北京南站']
10	20	4644的出发地点	{train_no}的出发地点	['4644']	MATCH (:TrainInfo{name:'1'})<-[:`站点性质`]-(id:TrainNode)<-[:`站点信息`]-(no:TrainNo) WHERE no.name='4644' WITH id MATCH (id)-[:`途径`]->(s:Station) RETURN s.name AS station	station	['太原站']
