1	1	江西省车站有哪些	{province}车站有哪些	['江西省']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='江西省' RETURN s.name AS station	station	['资溪站', '樟树东站', '樟树站', '玉山南站', '玉山站', '余江站', '于都站', '永修站', '弋阳站', '鹰潭北站', '鹰潭站', '宜春站', '新余北站', '新余站', '兴国西站', '兴国站', '新干东站', '新干站', '信丰站', '向塘站', '峡江站', '婺源站', '五府山站', '万年站', '万安县站', '泰和站', '上饶站', '瑞金站', '瑞昌西站', '瑞昌站', '鄱阳站', '萍乡北站', '萍乡站', '彭泽站', '南丰站', '南城站', '南昌西站', '南昌站', '庐山站', '龙市站', '龙南站', '乐平市站', '九江站', '吉水西站', '进贤南站', '进贤站', '井冈山站', '景德镇北站', '景德镇站', '吉安西站', '吉安站', '湖口站', '会昌北站', '横峰站', '贵溪站', '共青城站', '高安站', '赣州西站', '赣州站', '赣县北站', '抚州东站', '抚州站', '分宜站', '丰城南站', '丰城东站', '丰城站', '都昌站', '东乡站', '定南站', '德兴东站', '德兴站', '德安站', '大余站', '北板桥站']
2	1	河北的车站都有哪些	{province}的车站都有哪些	['河北省']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='河北省' RETURN s.name AS station	station	['紫荆关站', '涿州东站', '涿州站', '正定机场站', '正定站', '张三营站', '张家口南站', '张家口站', '张百湾站', '枣强站', '玉田县站', '榆树沟站', '元氏站', '银镇站', '鹰手营子站', '野三坡站', '腰栈站', '窑上站', '燕郊站', '阳邑站', '阳泉北站', '徐水站', '悬钟站', '宣化北站', '宣化站', '新杖子站', '辛集南站', '辛集站', '新固镇站', '邢台东站', '邢台站', '兴隆县站', '西大庙站', '下台子站', '小西庄站', '小寺沟站', '下花园北站', '下花园站', '下板城站', '吴桥站', '午汲站', '五道河站', '武安站', '王安镇站', '塔崖驿站', '汤头沟站', '唐山北站', '唐山站', '唐海南站', '肃宁站', '四合永站', '什里店站', '石家庄东站', '石家庄北站', '石家庄站', '涉县站', '深州站', '胜芳站', '沙坨子站', '山海关站', '上谷站', '上板城南站', '上板城站', '上安站', '沙河市站', '沙城站', '三河县站', '任丘站', '饶阳站', '秦皇岛站', '青县站', '清河城站', '奇峰塔站', '前苇塘站', '迁安站', '平泉北站', '平泉站', '偏店站', '潘家店站', '徘徊北站', '闹海营站', '南张村站', '南峪站', '南湾子站', '南堡北站', '南峧站', '南大庙站', '南城司站', '庙宫站', '卢龙站', '滦县站', '滦平站', '滦河沿站', '滦河站', '隆化站', '六道河子站', '临城站', '梁底下站', '廊坊北站', '廊坊站', '涞源站', '康城站', '晋州站', '景州站', '井陉站', '金沟屯站', '井南站', '井店站', '纪家沟站', '甲山站', '虎什哈站', '黄家店站', '怀来站', '怀安站', '猴山站', '衡水北站', '衡水站', '河洛营站', '韩麻营站', '邯郸东站', '邯郸站', '古北口站', '官厅西站', '广德号站', '高邑西站', '高邑站', '藁城南站', '藁城站', '高碑店东站', '高碑店站', '浮图峪站', '福山口站', '抚宁站', '二道沟门站', '豆庄站', '洞庙河站', '东花园北站', '东光站', '东戴河站', '东大坝站', '定州东站', '定州站', '大杖子站', '大营镇站', '大盘石站', '磁山站', '承德县北站', '承德南站', '承德东站', '承德站', '朝阳地站', '超梁沟站', '昌黎站', '柴沟堡站', '曹妃甸港站', '曹妃甸东站', '沧州西站', '沧州站', '泊头站', '北马圈子站', '北戴河站', '霸州西站', '霸州站', '保定东站', '保定站', '板城站', '白洋淀站', '白旗站', '百里峡站', '白涧站', '白沟站', '安阳东站', '艾河站']
3	1	广西的车站有哪些	{province}的车站有哪些	['广西壮族自治区']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='广西壮族自治区' RETURN s.name AS station	station	['钟山西站', '玉林站', '永福南站', '宜州站', '阳朔站', '兴业站', '兴安北站', '梧州南站', '梧州站', '五通站', '文地站', '亭亮站', '田阳站', '田林站', '田东北站', '藤县站', '三江县站', '三江南站', '容县站', '融水站', '融安站', '渠旧站', '全州南站', '钦州东站', '凭祥站', '平南南站', '平果站', '宁明站', '南宁西站', '南宁东站', '南宁站', '南丹站', '鹿寨北站', '鹿寨站', '罗城站', '陆川站', '隆安东站', '柳州站', '黎塘站', '濑湍站', '来宾北站', '来宾站', '靖西站', '金城江站', '贺州站', '合浦站', '桂平站', '桂林西站', '桂林北站', '桂林站', '贵港站', '恭城站', '扶绥站', '富川站', '防城港北站', '德保站', '崇左站', '岑溪站', '博白站', '宾阳站', '北流站', '北海站', '百色站']
4	1	湖北省的车站有什么	{province}的车站有什么	['湖北省']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='湖北省' RETURN s.name AS station	station	['左岭站', '钟祥站', '枝江北站', '纸坊东站', '枣阳站', '云梦东站', '云梦站', '应城站', '宜昌东站', '阳新站', '孝感东站', '孝感北站', '孝感站', '小池口站', '仙桃西站', '咸宁南站', '咸宁东站', '咸宁北站', '咸宁站', '襄州站', '襄阳东站', '襄阳站', '武穴站', '乌龙泉南站', '武汉站', '武当山西站', '武当山站', '武昌站', '土地堂东站', '天门南站', '天门站', '天河街站', '天河机场站', '汤逊湖站', '随州南站', '随州站', '随县站', '松滋站', '浠水站', '十堰东站', '十堰站', '山坡东站', '潜江站', '南湖东站', '闵集站', '庙山站', '毛陈站', '麻城北站', '麻城站', '利川站', '来凤站', '孔垄站', '金银潭站', '荆州站', '京山站', '荆门站', '蕲春站', '建始站', '花园站', '花山南站', '华容南站', '华容东站', '黄州站', '黄石北站', '黄石站', '黄梅站', '黄冈西站', '黄冈东站', '黄冈站', '槐荫站', '花湖站', '后湖站', '红安西站', '贺胜桥东站', '横沟桥东站', '汉口站', '汉川站', '谷城北站', '谷城站', '广水站', '葛店南站', '枫林站', '鄂州东站', '鄂州站', '恩施站', '大冶北站', '丹江口站', '当阳站', '赤壁北站', '赤壁站', '白沙铺站', '巴东站', '安陆西站', '安陆站']
5	1	广西的车站有些什么	{province}的车站有些什么	['广西壮族自治区']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='广西壮族自治区' RETURN s.name AS station	station	['钟山西站', '玉林站', '永福南站', '宜州站', '阳朔站', '兴业站', '兴安北站', '梧州南站', '梧州站', '五通站', '文地站', '亭亮站', '田阳站', '田林站', '田东北站', '藤县站', '三江县站', '三江南站', '容县站', '融水站', '融安站', '渠旧站', '全州南站', '钦州东站', '凭祥站', '平南南站', '平果站', '宁明站', '南宁西站', '南宁东站', '南宁站', '南丹站', '鹿寨北站', '鹿寨站', '罗城站', '陆川站', '隆安东站', '柳州站', '黎塘站', '濑湍站', '来宾北站', '来宾站', '靖西站', '金城江站', '贺州站', '合浦站', '桂平站', '桂林西站', '桂林北站', '桂林站', '贵港站', '恭城站', '扶绥站', '富川站', '防城港北站', '德保站', '崇左站', '岑溪站', '博白站', '宾阳站', '北流站', '北海站', '百色站']
6	1	海南岛的火车站都有什么	{province}的火车站都有什么	['海南省']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='海南省' RETURN s.name AS station	station	['银滩站', '崖州站', '亚龙湾站', '文昌站', '万宁站', '神州站', '三亚站', '棋子湾站', '琼海站', '美兰站', '陵水站', '临高南站', '乐东站', '老城镇站', '金月湾站', '尖峰站', '黄流站', '海口东站', '海口站', '福山镇站', '凤凰机场站', '东方站', '博鳌站', '白马井站']
7	1	安徽的火车站有哪些	{province}的火车站有哪些	['安徽省']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='安徽省' RETURN s.name AS station	station	['颍上北站', '颍上站', '弋江站', '宣城站', '歙县站', '萧县北站', '萧县站', '无为南站', '无为站', '芜湖站', '涡阳站', '铜陵北站', '铜陵站', '桐城站', '天柱山站', '太湖站', '宿州东站', '宿州站', '宿松站', '泗县站', '水家湖站', '舒城站', '寿县站', '歙县北站', '全椒站', '祁门站', '宁国站', '南陵站', '马鞍山东站', '马鞍山站', '芦庙站', '庐江站', '龙桥站', '六安站', '临泉站', '灵璧站', '绩溪县站', '绩溪北站', '金寨站', '泾县站', '旌德站', '界首市站', '界首南站', '霍邱站', '黄山北站', '黄山站', '黄口站', '淮南南站', '淮南东站', '淮南站', '淮北北站', '淮北站', '合肥南站', '合肥北城站', '合肥站', '固镇站', '广德站', '阜阳西站', '阜阳站', '阜南站', '凤台南站', '繁昌西站', '东至站', '定远站', '当涂东站', '砀山南站', '砀山站', '滁州北站', '滁州站', '池州站', '巢湖东站', '巢湖站', '长临河站', '亳州南站', '亳州站', '蚌埠南站', '蚌埠站', '安庆西站', '安庆站']
8	1	河北省有哪些车站	{province}有哪些车站	['河北省']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='河北省' RETURN s.name AS station	station	['紫荆关站', '涿州东站', '涿州站', '正定机场站', '正定站', '张三营站', '张家口南站', '张家口站', '张百湾站', '枣强站', '玉田县站', '榆树沟站', '元氏站', '银镇站', '鹰手营子站', '野三坡站', '腰栈站', '窑上站', '燕郊站', '阳邑站', '阳泉北站', '徐水站', '悬钟站', '宣化北站', '宣化站', '新杖子站', '辛集南站', '辛集站', '新固镇站', '邢台东站', '邢台站', '兴隆县站', '西大庙站', '下台子站', '小西庄站', '小寺沟站', '下花园北站', '下花园站', '下板城站', '吴桥站', '午汲站', '五道河站', '武安站', '王安镇站', '塔崖驿站', '汤头沟站', '唐山北站', '唐山站', '唐海南站', '肃宁站', '四合永站', '什里店站', '石家庄东站', '石家庄北站', '石家庄站', '涉县站', '深州站', '胜芳站', '沙坨子站', '山海关站', '上谷站', '上板城南站', '上板城站', '上安站', '沙河市站', '沙城站', '三河县站', '任丘站', '饶阳站', '秦皇岛站', '青县站', '清河城站', '奇峰塔站', '前苇塘站', '迁安站', '平泉北站', '平泉站', '偏店站', '潘家店站', '徘徊北站', '闹海营站', '南张村站', '南峪站', '南湾子站', '南堡北站', '南峧站', '南大庙站', '南城司站', '庙宫站', '卢龙站', '滦县站', '滦平站', '滦河沿站', '滦河站', '隆化站', '六道河子站', '临城站', '梁底下站', '廊坊北站', '廊坊站', '涞源站', '康城站', '晋州站', '景州站', '井陉站', '金沟屯站', '井南站', '井店站', '纪家沟站', '甲山站', '虎什哈站', '黄家店站', '怀来站', '怀安站', '猴山站', '衡水北站', '衡水站', '河洛营站', '韩麻营站', '邯郸东站', '邯郸站', '古北口站', '官厅西站', '广德号站', '高邑西站', '高邑站', '藁城南站', '藁城站', '高碑店东站', '高碑店站', '浮图峪站', '福山口站', '抚宁站', '二道沟门站', '豆庄站', '洞庙河站', '东花园北站', '东光站', '东戴河站', '东大坝站', '定州东站', '定州站', '大杖子站', '大营镇站', '大盘石站', '磁山站', '承德县北站', '承德南站', '承德东站', '承德站', '朝阳地站', '超梁沟站', '昌黎站', '柴沟堡站', '曹妃甸港站', '曹妃甸东站', '沧州西站', '沧州站', '泊头站', '北马圈子站', '北戴河站', '霸州西站', '霸州站', '保定东站', '保定站', '板城站', '白洋淀站', '白旗站', '百里峡站', '白涧站', '白沟站', '安阳东站', '艾河站']
9	1	天津有哪些火车站	{province}有哪些火车站	['天津市']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='天津市' RETURN s.name AS station	station	['杨柳青站', '杨村站', '下仓站', '武清站', '天津西站', '天津南站', '天津北站', '天津站', '塘沽站', '上仓站', '芦台站', '军粮城北站', '蓟州北站', '蓟州站', '静海站', '大口屯站', '崔黄口站', '曹子里站', '滨海西站', '滨海北站', '滨海站', '宝坻站']
10	1	天津市有哪些列车站	{province}有哪些列车站	['天津市']	MATCH (s:Station)-[:`所属省份`]->(p:Province) WHERE p.name='天津市' RETURN s.name AS station	station	['杨柳青站', '杨村站', '下仓站', '武清站', '天津西站', '天津南站', '天津北站', '天津站', '塘沽站', '上仓站', '芦台站', '军粮城北站', '蓟州北站', '蓟州站', '静海站', '大口屯站', '崔黄口站', '曹子里站', '滨海西站', '滨海北站', '滨海站', '宝坻站']
